epoch,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,val_mse,val_rmse,val_mae,val_r2,val_pearson,val_spearman,drug_gate_mean,drug_gate_std,joint_gate_mean,joint_gate_std,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_norm,epoch_duration_sec,validation_duration_sec,configured_concurrency,lr,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,effective_drug_gate_mean,effective_joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,drug_availability_fraction,joint_availability_fraction,joint_attention_confidence_mean,drug_prediction_shift_mean,joint_prediction_shift_mean,protein_expert0_mean,drug_expert0_mean,protein_expert1_mean,drug_expert1_mean,protein_expert2_mean,drug_expert2_mean,protein_expert3_mean,drug_expert3_mean
17,True,True,0.10012383419695986,0.1386393843883709,0.27962526679039,0.5287960767745972,0.4093048572540283,0.6883131818459549,0.8355144075258869,0.8136774256855493,0.300972691889217,4.803344629680891e-05,0.2997908216355573,0.0,5.123231084736151,13.583745002746582,5.0,0.8283255118876696,0.01675725169479847,5,5.9260857797183374e-05,0.03772731875210985,0.0004078255165193186,0.000380405052935696,0.0,0.300972691889217,0.2546910306094296,0.3017242103431226,0.2546277552274992,1.0,0.8495620814013395,0.17668536555699502,0.3004269943846556,0.06870079630125066,0.018635362417411705,0.11897361628607583,0.014845613349902758,0.24059354540369426,0.08263841638363617,0.27609053399991523,0.8838805975464433,0.36434230381898325
18,True,True,0.09340074162456193,0.1318115508937148,0.3074450194835663,0.5544772744178772,0.4079856276512146,0.6573036596004911,0.8265927794801654,0.8035241569189423,0.3011297278033281,3.276649511499174e-05,0.2997684043931445,0.0,5.176900443313418,12.901374816894531,5.0,0.7716719256713986,0.02056827023625374,5,5.9260857797183374e-05,0.037573148398086745,0.00046753239454936653,0.0003701277238955949,0.0,0.3011297278033281,0.255907247878423,0.3019484525363142,0.2558454098866073,1.0,0.8536836682122617,0.18011773486287247,0.31524511786357207,0.07075177548411947,0.017264193477610962,0.12111115615310158,0.014302827337241432,0.24743901350521538,0.07527090666651541,0.2894242191855162,0.8931620842031079,0.3420256158238155
19,True,True,0.0977935497560248,0.13637214915952628,0.31813231110572815,0.5640321969985962,0.4190434515476227,0.6453909497298163,0.8154502407363137,0.7809660892027716,0.3012677541041976,3.759970728327091e-05,0.299753113421873,1.1264321861246462e-05,6.686601973881984,12.670150756835938,5.0,0.8010179409757257,0.019714439287781715,5,5.9260857797183374e-05,0.037766898782143635,0.00042698117997929156,0.0003847196109409745,0.0,0.3012677541041976,0.2554310732806607,0.3021477773470832,0.2553709370152721,1.0,0.8521380731581659,0.1774067942596231,0.3141756126525659,0.06616513137041079,0.018147597541396363,0.11366277696667475,0.015462837963605406,0.24567695894786712,0.08937195316532849,0.2821829877889752,0.8770176093029276,0.35847727506815436
20,True,True,0.09566170959755019,0.13532779320867205,0.3085821866989136,0.5555017590522766,0.40034574270248413,0.6560360828143139,0.8268429615269499,0.8089080251942994,0.30142966255215503,2.930316616566827e-05,0.2997219809424564,0.0,7.012331241065236,20.68309211730957,5.0,0.5926879029721022,0.01631362084299326,5,5.9260857797183374e-05,0.038842793650990415,0.0004621407176523099,0.00036114908460098703,0.0,0.30142966255215503,0.2535515566083465,0.3023807539392046,0.25348782060319525,1.0,0.8459556929417826,0.20029014536303874,0.32200768975361543,0.06757144034983631,0.016744306979874616,0.09656307673957899,0.013360674389854403,0.25154708378834556,0.07381640519756806,0.2783054507067374,0.8960785981246578,0.37358438323785936
21,True,True,0.08548170452508529,0.1241556212636136,0.3201947808265686,0.5658575892448425,0.4389353096485138,0.6430920018757506,0.8189327556256469,0.7903043285147624,0.3015833441465556,5.528777869882582e-05,0.29972309405382364,2.1382680851712377e-05,5.423097941139689,14.961731910705566,5.0,0.728103443980217,0.014957376755774021,5,5.9260857797183374e-05,0.0378778024582842,0.0004335424338243345,0.00036257137658259465,0.0,0.3015833441465556,0.2567953201128858,0.3026054110617935,0.2567412967475526,1.0,0.8567748583204534,0.2046416082190583,0.32542804809405224,0.06927438030409973,0.0163462989604209,0.09749476851906007,0.013025411559649806,0.23902123530828603,0.0761009659243883,0.27425098492889166,0.8945273272098185,0.38923300006597206
22,True,True,0.07995254291525702,0.11861815754590975,0.2941230237483978,0.5423310995101929,0.4129948318004608,0.672153137668412,0.823850258814558,0.8045613076204285,0.30170545106324753,4.367168144600929e-05,0.2997527149520788,0.0,5.513334965349657,13.72754192352295,5.0,0.7373990397900343,0.019926377572119236,5,5.9260857797183374e-05,0.037922595074378236,0.0004063151311339251,0.0003367056532142543,0.0,0.30170545106324753,0.25743832507126113,0.3027838424945971,0.25738830482879904,1.0,0.8588356517259145,0.2173918891604078,0.3385085961304025,0.06573242222384532,0.017813067178883424,0.08902786123205987,0.014297366756437243,0.2400540887910272,0.08693857981580118,0.28047771370331076,0.880950988659473,0.39044034290657653
23,True,True,0.08090481267246863,0.11945852256509092,0.2779406011104584,0.5272006988525391,0.39290833473205566,0.6901909832676352,0.8325648806889457,0.809884762706705,0.30183355418877894,4.5799889317278835e-05,0.299711816032052,0.0,5.924462511022333,13.734567642211914,5.0,0.7298735836520791,0.015479794703423977,5,5.9260857797183374e-05,0.037820971699979486,0.00038898294701433843,0.0003437551820078756,0.0,0.30183355418877894,0.2550869494108488,0.30296861406824505,0.25503891537571494,1.0,0.8511076764554354,0.20880711588400164,0.33045782102008014,0.06812535733798311,0.016431881680063584,0.09727186409853464,0.014138946546714739,0.24210318236667921,0.08349181056821058,0.27993675558177666,0.8859373581034814,0.3806881975845109
24,True,True,0.08165553329624754,0.12036409947228517,0.286197304725647,0.5349740982055664,0.40602821111679077,0.6809875491146358,0.8263262987954068,0.8010578431142517,0.30198913379651504,3.7870454491156585e-05,0.2997026757933564,1.9416313458057286e-05,6.513251460869862,17.850522994995117,5.0,0.767113926820457,0.016080191358923912,5,5.9260857797183374e-05,0.03790884556528037,0.00045109056209831556,0.00034863024910202747,0.0,0.30198913379651504,0.25183668534575143,0.30319106953467123,0.25178999534775953,1.0,0.8402885110767645,0.23733635847866996,0.344449312032221,0.06296050640678111,0.014380859674589342,0.0968463199768774,0.012300597153515745,0.21954206312396735,0.07135144746653632,0.2758670292952084,0.9019671031828089,0.4077445977990741
25,True,True,0.07315682824019733,0.1108701794433692,0.291670024394989,0.540064811706543,0.40455782413482666,0.6748873939561675,0.8250906227818018,0.8010908733597972,0.3021259224334984,1.7465261863520962e-05,0.2996743004202904,2.201496824799548e-05,5.276776156801344,12.063282012939453,5.0,0.744433494284749,0.01486232690513134,5,5.9260857797183374e-05,0.03702810234910799,0.0003332812927741536,0.00035196760327361874,0.0,0.3021259224334984,0.25150400655039923,0.3033888029229205,0.25146138821601377,1.0,0.839258114374034,0.23713170689814242,0.3426488790851104,0.06428613802749186,0.01566997724731579,0.09499789291531201,0.013557516994210999,0.25389371023910184,0.08800906676843202,0.28445218728412863,0.8827634405561602,0.36665620759613177
26,True,True,0.06688350103200556,0.10533962626392113,0.278873473405838,0.5280846953392029,0.3962920010089874,0.6891511427505876,0.8353084730509815,0.8115433852332439,0.3022452673305254,2.7188105264377108e-05,0.2996503789666877,5.295985944712342e-06,5.620464351974401,15.597219467163086,5.0,0.7033960204571486,0.016466165892779827,5,5.9260857797183374e-05,0.03777258856426435,0.0003476265993403268,0.00033591026405326203,0.0,0.3022452673305254,0.25858550486891374,0.3035615049398541,0.2585377133058433,1.0,0.8629572385368367,0.2612324932811802,0.34737762061054717,0.06979735514234477,0.013651078890304723,0.08086106938102207,0.011788403954105485,0.24942019279318825,0.06778017299068398,0.3048472714018785,0.9067803372555575,0.36487146335308973
27,True,True,0.06168309283634242,0.09939615262239511,0.2707596719264984,0.5203457474708557,0.38960376381874084,0.6981953015388724,0.8396911548007313,0.8167215713024081,0.3023201791605097,3.822936847353034e-05,0.2996176528537599,0.0,4.482690996143512,10.76731014251709,5.0,0.7184941191226244,0.01726953312754631,5,5.9260857797183374e-05,0.03703108658301099,0.00035110794422578976,0.00033086483718522446,0.0,0.3023201791605097,0.2576310739020967,0.3036694126237243,0.25758267382504335,1.0,0.859866048428645,0.2610597374634544,0.3466698802788807,0.06889948305673417,0.013537404925352763,0.09003204214763297,0.012012572232624233,0.22639484150025233,0.0706033364575527,0.29730542869312376,0.9038466896241869,0.3862676846495859
28,True,True,0.06293526450378388,0.10045255736737199,0.2867433428764343,0.5354841947555542,0.41722139716148376,0.6803789326255929,0.8411816551525951,0.8232451841109374,0.3024298182963588,3.8881311892684256e-05,0.29961740080073346,0.0,4.6858118798915775,9.600271224975586,5.0,0.6737999757751822,0.016264887526631355,5,5.9260857797183374e-05,0.03685603373324607,0.0003332898659514175,0.0003279688158602728,0.0,0.3024298182963588,0.25454366311530735,0.3038254290251066,0.254498725696546,1.0,0.8495620814013395,0.26842773138770487,0.34201605795339973,0.06961309129831902,0.01437310683303491,0.10430612016252364,0.012555959358588744,0.21523939267315242,0.07632234390097632,0.3021770990244941,0.8967485776701765,0.3782773872799999
29,True,True,0.06544369891178417,0.10322548341560708,0.26649022102355957,0.5162268877029419,0.3769814968109131,0.7029542367693131,0.8416554196693353,0.8165506586688164,0.30256620305890214,2.424373361411982e-05,0.2995782294020341,2.111106761203639e-05,5.192578837037517,9.37545108795166,5.0,0.6789550948888063,0.017645188607275486,5,5.9260857797183374e-05,0.037083526243182695,0.0003463556805118393,0.00035190168148575287,0.0,0.30256620305890214,0.2538930071438176,0.3040210902230264,0.25384923196956705,1.0,0.8475012879958784,0.2733098538127036,0.3466778742413371,0.07323616844424877,0.013471142263648315,0.10043569602406191,0.01272085207691517,0.23020298391319563,0.06908230748390304,0.2944240678161275,0.9047257012156468,0.37493725009703993
30,True,True,0.05478804127832837,0.09218960118349037,0.27601221203804016,0.5253686308860779,0.38570594787597656,0.6923405120722884,0.8387688041581124,0.8154534990798511,0.302654242773513,1.8081937065116313e-05,0.29953045675522394,0.0,3.6460710173719386,8.616022109985352,5.0,0.69477145280689,0.017175596207380295,5,5.9260857797183374e-05,0.036807675853118275,0.00028915634615520004,0.00030472735178441917,0.0,0.302654242773513,0.2549327433201408,0.3041513139350337,0.2548815178416673,1.0,0.8511076764554354,0.28317339600882907,0.34469017056323153,0.07021209540777389,0.013017670172259466,0.08795604983412808,0.013153253143316442,0.23047882622508029,0.06765354889560643,0.2970537768388028,0.9061755288943134,0.38451133985485014
31,True,True,0.05004541591742584,0.08739951409549213,0.27840128540992737,0.5276374816894531,0.3940317630767822,0.6896774751186414,0.833238803227069,0.8057551916736854,0.30275282940871934,1.787907739382567e-05,0.2994777833230099,0.0,4.172769924096997,9.351478576660156,5.0,0.7705210177227855,0.015591985546052456,5,5.9260857797183374e-05,0.0367789207595424,0.00029405989631054905,0.00028111693411652863,0.0,0.30275282940871934,0.24902471471606671,0.3042951981349436,0.24896607701155649,1.0,0.8315301391035549,0.2928799433170183,0.3531985472060552,0.06625306121102932,0.012961678364300224,0.08618986993521406,0.013212169509521162,0.2375328451134015,0.07027150011136321,0.32160136725471417,0.9035546589241638,0.3546759176966703
32,True,True,0.05094483292276315,0.08810637073686355,0.29048579931259155,0.5389673709869385,0.4132995009422302,0.676207386347427,0.8231796935579043,0.7965001788739217,0.30282931202530305,5.525439432403982e-06,0.29945606254290696,7.486862266712845e-06,4.618582014813981,10.233884811401367,5.0,0.6915033934637904,0.016875503584742546,5,5.9260857797183374e-05,0.03659637638649364,0.0002680851333309625,0.00029707650835238375,0.0,0.30282931202530305,0.25934354107997765,0.30440436903193463,0.25927551771671975,1.0,0.8660484286450283,0.31224129778524456,0.34597834135563577,0.06512004999940019,0.012573066521157682,0.08714763827080704,0.012281374732346218,0.21636387541513968,0.06285094158481164,0.30764329709815097,0.9122946089165288,0.38884518823323944
33,True,True,0.04712739954177158,0.08414307024400913,0.26267752051353455,0.5125207304954529,0.36943599581718445,0.7072041069879608,0.8465111717983528,0.8272344346520526,0.30295136268454564,3.1708185377397517e-05,0.2994223925822915,0.0,3.5771341407378885,8.100786209106445,5.0,0.6471459604799747,0.01709362305700779,5,5.9260857797183374e-05,0.03647207105575472,0.0002683956625240163,0.00027520481338050355,0.0,0.30295136268454564,0.2548407574771054,0.3045748573550854,0.25477571084534983,1.0,0.8511076764554354,0.3120359104358923,0.3541924581277131,0.06410703537453087,0.012193252374252544,0.07713942599014054,0.012227395034094314,0.203404222917827,0.06363745880520018,0.3058368598352321,0.911941883061609,0.413619488063146
34,True,True,0.045722106056137225,0.08241368546536877,0.26710885763168335,0.5168257355690002,0.3781306743621826,0.702264695233094,0.8398720205214464,0.8190867109864087,0.30304466087384546,1.7458807377767742e-05,0.2994215197319962,2.1064312968866548e-05,4.233718721231562,9.574333190917969,5.0,0.6195976380258799,0.016881505027413368,5,5.9260857797183374e-05,0.03616053002441685,0.00024633499015087147,0.0002847137402699678,0.0,0.30304466087384546,0.25314301525668226,0.3047106068260826,0.25308221790484703,1.0,0.8454404945904173,0.3250167975408524,0.3555811835833888,0.06327711676028142,0.011782246481076397,0.07924855572240123,0.011701683310858064,0.23055860764092234,0.06260905340736149,0.30933453507303027,0.913907029959174,0.38085830316047337
35,True,True,0.048504817465081285,0.08558475957403228,0.2707199156284332,0.5203075408935547,0.37840962409973145,0.6982395893474649,0.8399398071088864,0.8114140954869022,0.303125580458958,2.903292321112824e-05,0.29939948253444887,1.0459456247347415e-05,4.348080356977208,13.171034812927246,5.0,0.6309348735958338,0.018764627166092396,5,5.9260857797183374e-05,0.036573813573708244,0.00023700249276583605,0.0002691257444662817,0.0,0.303125580458958,0.25713487410901564,0.30482731966060933,0.25706961988972854,1.0,0.8588356517259145,0.3228912611464629,0.35845267852515916,0.06282417802451996,0.012904143622092277,0.08362175594095961,0.012705431962246628,0.22000499019789854,0.07876913551200855,0.32169383140890206,0.895621290408355,0.3746794214695769
36,True,True,0.04403377959043141,0.08149978558598628,0.2805871367454529,0.529704749584198,0.4007464349269867,0.6872409861922195,0.8331242523676139,0.8088761242104321,0.3032318294079018,1.0966071440870206e-05,0.29936488837940306,2.8241015677804747e-05,4.046410617602357,9.015456199645996,5.0,0.6658522682264447,0.015640277415513992,5,5.9260857797183374e-05,0.03693727061482571,0.00025825019053947365,0.00027048487122460194,0.0,0.3032318294079018,0.2555629407419856,0.30497680823253887,0.2554914588967529,1.0,0.8536836682122617,0.3485841628265774,0.364343776830627,0.06312527968550638,0.00846881928792754,0.08311447422876608,0.00761432230226899,0.22253922025669734,0.028782816107650197,0.2937935458698695,0.955134044413343,0.4005527587234206
37,True,True,0.041845477760482974,0.07906244177753197,0.26698121428489685,0.5167022347450256,0.37060558795928955,0.7024069955345427,0.8420265786278776,0.818950124163345,0.30331643176778944,2.160088563067199e-05,0.299305881439319,1.5083054988228571e-05,3.817314611766094,17.14063262939453,5.0,0.6211591679602861,0.016425149515271187,5,5.9260857797183374e-05,0.0367243943840557,0.00022920191817051342,0.000263367887331573,0.0,0.30331643176778944,0.25674616436808456,0.3050993578388542,0.2566680493028062,1.0,0.8578052550231839,0.33783569046051953,0.3614009501453775,0.06286476906398594,0.009811064835862362,0.08462341663335046,0.00887349894340354,0.21381245440640811,0.03556049895741042,0.3277351884483247,0.9457549439577145,0.37382894886455115
38,True,True,0.03750118196858904,0.07428463698508259,0.2968475818634033,0.544837236404419,0.42259731888771057,0.6691161642465147,0.8302748958940271,0.8105266279120649,0.30340533524306396,2.856964791885686e-05,0.2992828065497798,0.0,3.6606050876536855,7.667015075683594,5.0,0.6523396531119943,0.0151760159060359,5,5.9260857797183374e-05,0.036316248696222554,0.00021430500500384692,0.0002529013372562098,0.0,0.30340533524306396,0.2479374348533823,0.30522559758991635,0.24786321481805926,1.0,0.8284389489953632,0.35435581403807964,0.363459537472693,0.06035265893066501,0.00941314507181776,0.08085685166914644,0.008861295990204455,0.22308664601958333,0.039377646370071656,0.3122487488264647,0.9423479063494926,0.3838077414471854
